ID,Evasión,Género,Pareja,Dependientes,Meses_contrato,Teléfono,Internet,Seguridad_online,Soporte_técnico_adicional,Televisión,Películas,Tipo_contrato,Factura_online,Forma_pago,Facturación_mensual,Facturación_anual,Cuentas_Diarias
8901-UPRHR,No,Masculino,Sí,No,17.0,Sí,Sí,Sí,No,No,No,Month-to-month,No,Credit card (automatic),90.2,1454.15,3.01
8902-ZEOVF,No,Femenino,Sí,Sí,41.0,Sí,Sí,Sí,Sí,No,Sí,Month-to-month,No,Credit card (automatic),79.9,3326.2,2.66
8903-WMRNW,No,Femenino,No,No,10.0,Sí,Sí,Sí,No,Sí,Sí,Month-to-month,Sí,Electronic check,98.7,973.25,3.29
8903-XEBGX,No,Femenino,Sí,Sí,26.0,Sí,Sí,No,No,Sí,Sí,Month-to-month,Sí,Electronic check,90.8,2361.8,3.03
8904-OPDCK,No,Femenino,Sí,Sí,53.0,Sí,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.9,1146.05,0.7
8905-IAZPF,No,Femenino,No,No,1.0,Sí,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Sí,Electronic check,19.45,19.45,0.65
8908-NMQTX,No,Femenino,No,Sí,50.0,Sí,Sí,No,No,No,No,Two year,No,Credit card (automatic),70.35,3533.6,2.34
8908-SLFCJ,No,Masculino,Sí,Sí,24.0,Sí,No,No internet service,No internet service,No internet service,No internet service,Two year,Sí,Bank transfer (automatic),24.1,587.4,0.8
8909-BOLNL,No,Femenino,Sí,Sí,38.0,Sí,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.45,781.25,0.68
8910-ICHIU,No,Masculino,Sí,No,14.0,Sí,Sí,No,No,No,Sí,Month-to-month,Sí,Electronic check,85.15,1139.2,2.84
8910-LEDAG,No,Femenino,Sí,No,24.0,Sí,Sí,No,No,Sí,Sí,Month-to-month,Sí,Electronic check,93.55,2264.05,3.12
8914-RBTSB,Sí,Masculino,No,No,19.0,Sí,Sí,No,No,Sí,Sí,Month-to-month,Sí,Credit card (automatic),95.9,1777.9,3.2
8915-NNTRC,No,Femenino,Sí,No,7.0,Sí,Sí,No,No,No,No,Month-to-month,Sí,Bank transfer (automatic),75.15,496.9,2.51
8917-FAEMR,No,Femenino,Sí,No,42.0,Sí,Sí,Sí,Sí,Sí,Sí,Two year,No,Credit card (automatic),84.35,3571.6,2.81
8917-SZTTJ,No,Femenino,Sí,No,63.0,Sí,Sí,Sí,No,Sí,Sí,One year,Sí,Credit card (automatic),79.7,4786.15,2.66
8919-FYFQZ,Sí,Masculino,Sí,No,56.0,No,Sí,No,Sí,Sí,Sí,One year,Sí,Bank transfer (automatic),54.05,2959.8,1.8
8920-NAVAY,No,Masculino,Sí,No,13.0,No,Sí,Sí,Sí,Sí,Sí,Month-to-month,Sí,Electronic check,54.45,706.85,1.82
8922-LIEGH,Sí,Femenino,No,No,18.0,Sí,Sí,No,No,No,Sí,Month-to-month,Sí,Electronic check,84.95,1443.65,2.83
8922-NPKBJ,No,Masculino,No,No,44.0,Sí,Sí,Sí,Sí,Sí,No,One year,No,Electronic check,65.4,2774.55,2.18
8929-KSWIH,No,Femenino,No,No,7.0,Sí,Sí,No,Sí,Sí,Sí,Month-to-month,Sí,Credit card (automatic),70.75,450.8,2.36
8930-XOTDP,No,Femenino,No,No,1.0,Sí,Sí,No,No,No,No,Month-to-month,Sí,Mailed check,44.0,44.0,1.47
8931-GJJIQ,Sí,Femenino,Sí,Sí,69.0,Sí,Sí,Sí,Sí,No,No,Two year,No,Credit card (automatic),61.4,4059.85,2.05
8932-CZHRQ,No,Femenino,Sí,No,55.0,Sí,Sí,No,Sí,Sí,No,Two year,No,Credit card (automatic),88.8,4805.3,2.96
8937-RDTHP,Sí,Masculino,Sí,Sí,47.0,Sí,Sí,Sí,Sí,Sí,Sí,Two year,Sí,Mailed check,90.5,4318.35,3.02
8938-UMKPI,Sí,Masculino,Sí,No,72.0,Sí,Sí,Sí,No,Sí,Sí,Two year,Sí,Electronic check,85.25,6083.1,2.84
8942-DBMHZ,No,Masculino,No,No,16.0,Sí,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.75,284.35,0.66
8943-URTMR,Sí,Femenino,Sí,Sí,65.0,Sí,Sí,Sí,Sí,Sí,Sí,Two year,Sí,Bank transfer (automatic),82.5,5215.1,2.75
8944-AILEF,No,Masculino,No,No,18.0,Sí,No,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,23.75,424.5,0.79
8945-GRKHX,Sí,Femenino,No,No,4.0,Sí,Sí,No,No,Sí,No,Month-to-month,Sí,Electronic check,78.85,292.8,2.63
8945-MUQUF,Sí,Femenino,No,No,45.0,Sí,Sí,No,No,Sí,Sí,One year,Sí,Bank transfer (automatic),100.15,4459.8,3.34
8946-BFWSG,No,Femenino,No,No,21.0,No,Sí,Sí,Sí,No,No,Two year,No,Mailed check,35.1,770.4,1.17
8947-YRTDV,No,Femenino,No,No,2.0,Sí,Sí,No,No,No,No,Month-to-month,Sí,Electronic check,70.7,151.65,2.36
8949-JTMAY,Sí,Femenino,Sí,No,72.0,Sí,Sí,Sí,Sí,Sí,Sí,Two year,Sí,Credit card (automatic),113.65,8124.2,3.79
8950-MTZNV,No,Femenino,No,No,6.0,No,Sí,No,No,Sí,Sí,Month-to-month,Sí,Electronic check,47.95,305.1,1.6
8952-WCVCD,No,Masculino,Sí,Sí,72.0,No,Sí,Sí,Sí,Sí,Sí,Two year,Sí,Credit card (automatic),65.1,4754.3,2.17
8957-THMOA,No,Masculino,No,No,1.0,Sí,Sí,No,No,No,No,Month-to-month,Sí,Electronic check,76.45,76.45,2.55
8958-JPTRR,No,Femenino,No,No,52.0,Sí,Sí,Sí,Sí,Sí,Sí,One year,Sí,Credit card (automatic),111.25,5916.45,3.71
8961-QDZZJ,No,Femenino,No,No,5.0,Sí,Sí,No,No,No,No,Month-to-month,No,Electronic check,75.55,413.65,2.52
8963-JLGJT,No,Femenino,Sí,Sí,48.0,Sí,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.0,935.9,0.67
8963-MQVYN,No,Femenino,Sí,No,67.0,Sí,Sí,Sí,No,No,Sí,One year,No,Mailed check,75.1,5064.45,2.5
8966-KZXXA,No,Masculino,Sí,No,29.0,Sí,Sí,No,No,Sí,Sí,Month-to-month,Sí,Electronic check,94.45,2653.65,3.15
8966-OIQHG,No,Masculino,Sí,No,65.0,Sí,Sí,Sí,No,No,No,One year,No,Credit card (automatic),67.05,4309.55,2.24
8966-SNIZF,No,Femenino,Sí,Sí,17.0,Sí,Sí,No,Sí,Sí,Sí,One year,No,Bank transfer (automatic),98.6,1704.95,3.29
8967-SZQAS,No,Femenino,No,No,11.0,Sí,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.3,246.3,0.68
8969-PRHFK,No,Femenino,Sí,Sí,52.0,Sí,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.1,1078.75,0.67
8970-ANWXO,No,Femenino,Sí,Sí,71.0,Sí,Sí,Sí,Sí,Sí,Sí,Two year,No,Credit card (automatic),113.65,8166.8,3.79
8972-HJWNV,Sí,Femenino,Sí,No,34.0,Sí,Sí,Sí,Sí,No,No,Month-to-month,No,Electronic check,62.65,2274.9,2.09
8974-OVACP,No,Masculino,No,No,3.0,Sí,Sí,No,No,No,Sí,Month-to-month,No,Mailed check,54.65,189.1,1.82
8975-SKGRX,No,Masculino,No,Sí,3.0,Sí,Sí,No,No,Sí,No,Month-to-month,Sí,Credit card (automatic),54.7,169.45,1.82
8976-OQHGT,Sí,Masculino,No,No,10.0,Sí,Sí,No,No,No,No,Month-to-month,No,Mailed check,70.15,735.5,2.34
8979-CAMGB,No,Femenino,No,No,15.0,Sí,Sí,No,No,Sí,No,Month-to-month,Sí,Bank transfer (automatic),83.2,1130.0,2.77
8980-WQFWL,No,Femenino,No,No,3.0,Sí,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,24.6,86.35,0.82
8981-FJGLA,No,Femenino,Sí,No,52.0,Sí,Sí,Sí,No,Sí,Sí,Month-to-month,Sí,Electronic check,109.1,5647.95,3.64
8982-NHAVY,No,Femenino,No,No,21.0,Sí,Sí,No,No,Sí,Sí,Month-to-month,Sí,Bank transfer (automatic),95.4,2025.1,3.18
8984-EYLLL,No,Femenino,Sí,No,68.0,Sí,Sí,No,Sí,Sí,No,Two year,No,Bank transfer (automatic),64.1,4326.25,2.14
8984-HPEMB,No,Masculino,No,No,39.0,Sí,Sí,No,No,No,Sí,Month-to-month,No,Electronic check,90.7,3413.25,3.02
8985-OOPOS,No,Femenino,Sí,No,46.0,No,Sí,No,No,Sí,Sí,Month-to-month,Sí,Electronic check,43.95,2007.85,1.46
8988-ECPJR,Sí,Femenino,No,No,1.0,Sí,Sí,No,No,No,Sí,Month-to-month,Sí,Electronic check,85.0,85.0,2.83
8990-YOZLV,No,Masculino,Sí,Sí,13.0,Sí,Sí,No,No,No,No,Month-to-month,Sí,Credit card (automatic),74.4,896.75,2.48
8990-ZXLSU,No,Masculino,Sí,Sí,72.0,No,Sí,Sí,Sí,No,No,Two year,No,Credit card (automatic),45.25,3139.8,1.51
8992-CEUEN,No,Femenino,Sí,No,38.0,Sí,Sí,No,No,No,No,Month-to-month,Sí,Bank transfer (automatic),74.95,2869.85,2.5
8992-JQYUN,Sí,Masculino,Sí,No,64.0,Sí,Sí,No,Sí,No,Sí,One year,Sí,Mailed check,70.15,4480.7,2.34
8992-OBVDG,No,Femenino,No,No,13.0,Sí,Sí,No,No,Sí,Sí,Month-to-month,Sí,Electronic check,96.85,1235.55,3.23
8992-VONJD,No,Masculino,No,Sí,5.0,Sí,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.2,83.75,0.67
8993-IZEUX,No,Femenino,No,No,72.0,Sí,Sí,Sí,Sí,Sí,Sí,Two year,Sí,Bank transfer (automatic),91.35,6697.2,3.04
8993-PHFWD,Sí,Femenino,Sí,Sí,57.0,Sí,Sí,Sí,Sí,Sí,Sí,Two year,Sí,Electronic check,84.5,4845.4,2.82
8996-ZROXE,No,Femenino,Sí,No,72.0,Sí,Sí,Sí,Sí,Sí,Sí,Two year,Sí,Bank transfer (automatic),115.5,8312.75,3.85
8999-BOHSE,Sí,Masculino,No,No,1.0,Sí,Sí,No,No,Sí,Sí,Month-to-month,Sí,Electronic check,94.0,94.0,3.13
8999-EXMNO,No,Masculino,No,No,1.0,Sí,Sí,No,No,Sí,No,Month-to-month,Sí,Electronic check,79.95,79.95,2.66
8999-XXGNS,No,Femenino,No,No,8.0,Sí,Sí,No,No,Sí,Sí,Month-to-month,Sí,Electronic check,99.65,820.5,3.32
8999-YPYBV,No,Femenino,No,No,3.0,Sí,Sí,No,No,No,No,Month-to-month,Sí,Electronic check,74.25,210.3,2.48
9000-PLFUZ,No,Masculino,No,Sí,47.0,Sí,Sí,Sí,No,No,No,Month-to-month,Sí,Electronic check,55.3,2654.05,1.84
9003-CPATH,No,Masculino,Sí,No,69.0,No,Sí,No,No,No,No,One year,Sí,Credit card (automatic),29.8,2134.3,0.99
9013-AQORL,No,Masculino,Sí,Sí,38.0,Sí,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.6,717.3,0.65
9018-PCIOK,No,Masculino,No,No,26.0,Sí,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.9,518.3,0.7
9019-QVLZD,Sí,Femenino,Sí,Sí,14.0,Sí,Sí,No,No,Sí,No,Month-to-month,Sí,Electronic check,84.8,1203.9,2.83
9025-AOMKI,Sí,Masculino,No,No,11.0,Sí,Sí,No,No,Sí,No,One year,Sí,Electronic check,61.25,729.95,2.04
9025-ZRPVR,Sí,Femenino,No,No,2.0,Sí,Sí,No,No,No,Sí,Month-to-month,Sí,Bank transfer (automatic),79.75,159.4,2.66
9026-LHEVG,No,Masculino,No,No,1.0,Sí,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Sí,Mailed check,18.85,18.85,0.63
9026-RNUJS,Sí,Femenino,Sí,No,27.0,Sí,Sí,Sí,Sí,Sí,Sí,One year,Sí,Credit card (automatic),101.9,2681.15,3.4
9027-TMATR,No,Masculino,No,No,8.0,Sí,Sí,No,No,No,No,Month-to-month,No,Mailed check,43.55,335.4,1.45
9027-YFHQJ,No,Femenino,Sí,Sí,23.0,Sí,Sí,Sí,Sí,No,No,One year,Sí,Mailed check,66.25,1533.8,2.21
9028-LIHRP,No,Femenino,No,No,13.0,Sí,Sí,Sí,No,Sí,Sí,Month-to-month,Sí,Electronic check,100.35,1358.85,3.34
9029-FEGVJ,No,Femenino,Sí,No,60.0,Sí,Sí,No,Sí,Sí,Sí,Two year,Sí,Credit card (automatic),110.8,6640.7,3.69
9030-QGZNL,No,Femenino,Sí,Sí,6.0,Sí,Sí,No,No,Sí,No,Month-to-month,No,Electronic check,54.85,355.1,1.83
9031-ZVQPT,No,Masculino,Sí,No,7.0,Sí,Sí,No,No,No,No,Month-to-month,Sí,Electronic check,74.85,485.25,2.49
9033-EOXWV,Sí,Masculino,No,Sí,66.0,Sí,No,No internet service,No internet service,No internet service,No internet service,Two year,Sí,Credit card (automatic),25.3,1673.8,0.84
9036-CSKBW,No,Masculino,Sí,No,72.0,Sí,Sí,No,Sí,Sí,Sí,Two year,No,Bank transfer (automatic),85.95,6151.9,2.86
9039-RBEEE,Sí,Masculino,No,No,33.0,Sí,Sí,No,No,No,No,Month-to-month,Sí,Bank transfer (automatic),54.65,1665.2,1.82
9039-ZVJDC,No,Masculino,Sí,No,23.0,Sí,No,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.3,486.2,0.64
9040-KZVWO,No,Femenino,Sí,Sí,59.0,Sí,Sí,Sí,Sí,Sí,Sí,Two year,No,Credit card (automatic),90.3,5194.05,3.01
9046-DQMTP,No,Masculino,No,No,4.0,Sí,Sí,No,No,No,No,Month-to-month,Sí,Credit card (automatic),44.8,176.2,1.49
9046-JBFWA,No,Masculino,Sí,Sí,67.0,Sí,Sí,No,No,No,Sí,Month-to-month,Sí,Bank transfer (automatic),89.55,6373.1,2.98
9048-JVYVF,Sí,Femenino,No,No,4.0,Sí,No,No internet service,No internet service,No internet service,No internet service,Two year,Sí,Credit card (automatic),25.3,116.95,0.84
9050-IKDZA,No,Masculino,Sí,No,72.0,Sí,Sí,Sí,Sí,Sí,Sí,Two year,Sí,Credit card (automatic),110.9,8240.85,3.7
9050-QLROH,Sí,Femenino,Sí,No,42.0,Sí,Sí,Sí,Sí,No,No,Month-to-month,Sí,Credit card (automatic),66.4,2727.8,2.21
9052-DHNKM,No,Femenino,No,No,26.0,Sí,Sí,No,No,No,Sí,Month-to-month,Sí,Electronic check,78.8,2006.1,2.63
9052-VKDUW,No,Masculino,Sí,No,38.0,Sí,Sí,Sí,Sí,Sí,Sí,One year,Sí,Electronic check,110.7,4428.6,3.69
9053-EJUNL,No,Masculino,Sí,No,24.0,Sí,Sí,Sí,Sí,No,No,One year,Sí,Electronic check,58.35,1346.9,1.94
9053-JZFKV,Sí,Femenino,Sí,No,65.0,Sí,Sí,Sí,Sí,No,No,Two year,No,Credit card (automatic),58.9,3857.1,1.96
9054-FOWNV,No,Femenino,No,No,67.0,Sí,Sí,Sí,Sí,No,Sí,One year,Sí,Bank transfer (automatic),72.35,4991.5,2.41
9055-MOJJJ,No,Femenino,Sí,No,43.0,Sí,Sí,Sí,Sí,Sí,Sí,One year,Sí,Mailed check,109.55,4830.25,3.65
9057-MSWCO,Sí,Masculino,No,No,24.0,Sí,Sí,No,No,Sí,Sí,Month-to-month,Sí,Electronic check,94.1,2322.85,3.14
9057-SIHCH,Sí,Femenino,No,No,64.0,Sí,No,No internet service,No internet service,No internet service,No internet service,One year,Sí,Bank transfer (automatic),24.4,1601.2,0.81
9058-CBREO,Sí,Femenino,No,Sí,40.0,Sí,Sí,Sí,Sí,Sí,No,Month-to-month,Sí,Credit card (automatic),64.1,2460.35,2.14
9058-HRZSV,No,Masculino,No,No,15.0,Sí,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Sí,Mailed check,19.8,309.4,0.66
9058-MJLZC,No,Masculino,No,Sí,71.0,Sí,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.35,1654.6,0.81
9060-HJJRW,No,Masculino,Sí,No,27.0,Sí,Sí,No,No,No,No,Month-to-month,Sí,Electronic check,70.55,1943.9,2.35
9061-TIHDA,Sí,Masculino,No,No,4.0,Sí,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.7,73.05,0.69
9063-ZGTUY,Sí,Femenino,No,No,12.0,Sí,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.1,223.6,0.67
9065-ZCPQX,No,Masculino,No,No,8.0,Sí,Sí,No,No,No,Sí,Month-to-month,No,Bank transfer (automatic),84.5,662.65,2.82
9066-QRSDU,No,Femenino,Sí,No,33.0,Sí,Sí,No,No,No,No,Month-to-month,Sí,Bank transfer (automatic),80.6,2656.5,2.69
9067-SQTNS,No,Femenino,Sí,Sí,52.0,Sí,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.85,1070.5,0.66
9067-YGSCA,No,Femenino,Sí,No,60.0,Sí,Sí,Sí,Sí,No,No,Two year,No,Bank transfer (automatic),59.85,3483.45,2.0
9068-FHQHD,No,Masculino,Sí,No,33.0,No,Sí,No,Sí,Sí,No,Month-to-month,Sí,Electronic check,50.0,1750.85,1.67
9068-VPWQQ,No,Femenino,Sí,Sí,1.0,Sí,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.25,19.25,0.64
9069-LGEUL,No,Masculino,No,No,6.0,Sí,Sí,No,Sí,No,No,Month-to-month,No,Mailed check,50.05,288.35,1.67
9070-BCKQP,No,Femenino,Sí,No,54.0,Sí,Sí,No,No,Sí,Sí,One year,Sí,Credit card (automatic),70.15,3715.65,2.34
9073-ZZIAY,No,Femenino,Sí,No,24.0,No,Sí,No,No,No,Sí,Month-to-month,Sí,Credit card (automatic),40.65,933.3,1.36
9074-KGVOX,No,Femenino,Sí,Sí,35.0,Sí,No,No internet service,No internet service,No internet service,No internet service,Two year,Sí,Mailed check,19.85,739.35,0.66
9076-AXYIK,No,Femenino,Sí,No,72.0,Sí,Sí,Sí,No,Sí,Sí,Two year,Sí,Credit card (automatic),82.65,5919.35,2.76
9079-LWTFD,No,Masculino,No,No,43.0,No,Sí,No,Sí,No,Sí,One year,No,Electronic check,44.15,1931.3,1.47
9079-YEXQJ,Sí,Femenino,Sí,Sí,5.0,Sí,Sí,No,No,No,No,Month-to-month,No,Credit card (automatic),69.95,320.4,2.33
9081-WWXKP,No,Femenino,No,No,44.0,Sí,Sí,No,No,No,Sí,One year,No,Credit card (automatic),89.15,3990.75,2.97
9084-OAYKL,No,Masculino,Sí,No,12.0,Sí,Sí,No,No,No,Sí,Month-to-month,Sí,Electronic check,80.45,950.2,2.68
9086-YJYXS,No,Masculino,No,Sí,53.0,Sí,Sí,Sí,No,No,Sí,One year,No,Electronic check,95.95,5036.9,3.2
9087-EYCPR,No,Femenino,No,No,23.0,Sí,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Sí,Mailed check,19.5,470.2,0.65
9089-UOWJG,No,Femenino,No,No,62.0,Sí,Sí,No,No,Sí,Sí,One year,Sí,Bank transfer (automatic),94.0,5757.2,3.13
9090-SGQXL,Sí,Masculino,No,Sí,27.0,Sí,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.6,581.85,0.69
9091-WTUUY,No,Femenino,No,No,15.0,Sí,Sí,No,No,No,No,Month-to-month,No,Mailed check,48.85,631.4,1.63
9092-GDZKO,No,Femenino,No,No,69.0,Sí,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),24.6,1678.05,0.82
9093-FPDLG,No,Masculino,No,No,3.0,Sí,Sí,No,No,No,No,Month-to-month,No,Credit card (automatic),74.45,221.1,2.48
9094-AZPHK,No,Femenino,Sí,Sí,1.0,Sí,Sí,No,No,No,No,Month-to-month,Sí,Electronic check,74.7,74.7,2.49
9095-HFAFX,Sí,Femenino,No,No,70.0,Sí,Sí,No,No,Sí,Sí,One year,No,Electronic check,98.9,6838.6,3.3
9097-ZUBYC,No,Femenino,No,No,15.0,Sí,Sí,No,No,Sí,Sí,Month-to-month,Sí,Electronic check,91.5,1400.3,3.05
9099-FTUHS,No,Femenino,Sí,Sí,67.0,Sí,Sí,Sí,Sí,No,Sí,One year,Sí,Bank transfer (automatic),100.25,6689.0,3.34
9101-BWFSS,Sí,Femenino,No,No,64.0,Sí,Sí,No,Sí,Sí,Sí,Two year,Sí,Credit card (automatic),110.5,7069.25,3.68
9101-NTIXF,No,Femenino,Sí,Sí,45.0,Sí,Sí,Sí,No,Sí,Sí,Month-to-month,Sí,Electronic check,105.15,4730.9,3.51
9102-IAYHT,Sí,Femenino,No,No,4.0,Sí,Sí,No,No,No,No,Month-to-month,Sí,Electronic check,70.15,268.35,2.34
9102-OXKFY,No,Femenino,No,No,40.0,No,Sí,Sí,Sí,Sí,Sí,One year,Sí,Bank transfer (automatic),54.55,2236.2,1.82
9103-CXVOK,No,Femenino,No,Sí,48.0,Sí,Sí,No,Sí,Sí,No,Two year,Sí,Mailed check,95.5,4627.85,3.18
9103-TCIHJ,Sí,Masculino,No,No,40.0,Sí,Sí,No,Sí,Sí,Sí,Month-to-month,No,Bank transfer (automatic),104.8,4131.95,3.49
9107-UKCKY,No,Femenino,No,No,18.0,Sí,Sí,No,Sí,Sí,No,Month-to-month,Sí,Electronic check,88.35,1639.3,2.94
9108-EJFJP,No,Femenino,Sí,Sí,8.0,Sí,Sí,No,No,No,No,Month-to-month,No,Electronic check,55.75,446.8,1.86
9108-EQPNQ,No,Femenino,Sí,Sí,70.0,Sí,Sí,Sí,Sí,Sí,Sí,Two year,Sí,Bank transfer (automatic),89.0,6293.2,2.97
9110-HSGTV,No,Femenino,Sí,Sí,38.0,Sí,No,No internet service,No internet service,No internet service,No internet service,Two year,Sí,Mailed check,19.95,756.4,0.66
9112-WSNPU,No,Femenino,Sí,Sí,51.0,Sí,Sí,No,No,No,Sí,One year,Sí,Electronic check,90.15,4554.85,3.01
9114-AAFQH,No,Femenino,No,No,15.0,Sí,Sí,Sí,No,Sí,Sí,Month-to-month,Sí,Credit card (automatic),99.1,1426.4,3.3
9114-DPSIA,No,Masculino,Sí,Sí,9.0,Sí,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.6,197.4,0.65
9114-VEPUF,No,Femenino,No,No,2.0,Sí,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),18.75,53.15,0.62
9115-YQHGA,No,Femenino,No,Sí,4.0,Sí,Sí,No,Sí,No,No,Month-to-month,Sí,Mailed check,87.1,341.45,2.9
9117-SHLZX,Sí,Masculino,Sí,Sí,72.0,Sí,No,No internet service,No internet service,No internet service,No internet service,Two year,Sí,Credit card (automatic),25.1,1790.8,0.84
9121-PHQSR,No,Femenino,No,No,48.0,Sí,Sí,Sí,Sí,Sí,Sí,Two year,Sí,Credit card (automatic),102.5,4904.25,3.42
9122-UMROB,No,Masculino,No,No,17.0,Sí,Sí,No,No,No,No,Month-to-month,Sí,Electronic check,70.8,1207.0,2.36
9124-LHCJQ,Sí,Masculino,Sí,No,71.0,Sí,Sí,Sí,Sí,Sí,Sí,Two year,Sí,Bank transfer (automatic),86.1,6045.9,2.87
9127-FHJBZ,No,Masculino,No,No,14.0,Sí,Sí,No,Sí,Sí,No,Month-to-month,Sí,Electronic check,89.95,1178.4,3.0
9127-QRZMH,No,Masculino,No,No,1.0,Sí,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.1,19.1,0.64
9128-CPXKI,No,Femenino,No,No,11.0,Sí,No,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.05,237.7,0.67
9129-UXERG,No,Masculino,Sí,Sí,72.0,No,Sí,Sí,Sí,Sí,Sí,Two year,Sí,Credit card (automatic),65.25,4478.85,2.17
9133-AYJZG,No,Masculino,Sí,No,1.0,Sí,Sí,No,No,No,No,Month-to-month,No,Electronic check,76.2,76.2,2.54
9134-CEQMF,Sí,Femenino,Sí,Sí,36.0,Sí,Sí,No,No,Sí,No,Month-to-month,Sí,Bank transfer (automatic),97.35,3457.9,3.24
9134-WYRVP,No,Masculino,Sí,Sí,27.0,Sí,Sí,No,Sí,No,No,Month-to-month,Sí,Credit card (automatic),85.2,2151.6,2.84
9135-HSWOC,No,Femenino,Sí,No,50.0,Sí,No,No internet service,No internet service,No internet service,No internet service,One year,Sí,Bank transfer (automatic),19.85,943.1,0.66
9135-MGVPY,No,Masculino,Sí,No,1.0,Sí,Sí,No,No,No,No,Month-to-month,No,Credit card (automatic),44.7,44.7,1.49
9136-ALYBR,Sí,Masculino,No,No,35.0,Sí,Sí,No,No,Sí,No,Month-to-month,No,Electronic check,83.15,2848.45,2.77
9137-NOQKA,No,Masculino,No,No,7.0,Sí,Sí,No,No,No,Sí,Month-to-month,Sí,Electronic check,86.8,620.35,2.89
9137-UIYPG,No,Femenino,Sí,No,53.0,Sí,No,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.05,990.45,0.64
9138-EFSMO,No,Femenino,Sí,No,72.0,Sí,Sí,Sí,Sí,Sí,Sí,Two year,No,Mailed check,85.1,6155.4,2.84
9139-TWBAS,No,Masculino,No,No,4.0,Sí,Sí,No,No,No,No,Month-to-month,No,Mailed check,50.4,206.6,1.68
9139-WQQDY,Sí,Masculino,Sí,No,32.0,Sí,Sí,No,No,No,No,Month-to-month,Sí,Electronic check,78.9,2447.95,2.63
9140-CZQZZ,No,Femenino,No,No,25.0,Sí,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.05,461.3,0.64
9142-KZXOP,No,Masculino,Sí,No,37.0,Sí,Sí,No,Sí,No,Sí,Month-to-month,Sí,Electronic check,90.35,3419.3,3.01
9142-XMYJH,No,Masculino,Sí,Sí,26.0,Sí,Sí,No,Sí,Sí,Sí,One year,Sí,Credit card (automatic),82.0,2083.1,2.73
9143-CANJF,No,Masculino,Sí,Sí,35.0,Sí,Sí,No,No,Sí,No,Month-to-month,Sí,Bank transfer (automatic),89.65,3161.6,2.99
9146-JRIOX,No,Masculino,Sí,No,71.0,Sí,Sí,Sí,Sí,Sí,No,One year,Sí,Bank transfer (automatic),71.0,5012.1,2.37
9150-HEPMB,No,Femenino,No,No,28.0,Sí,Sí,Sí,No,No,No,One year,No,Mailed check,59.0,1654.45,1.97
9150-KPBJQ,No,Femenino,No,No,15.0,Sí,Sí,No,No,No,Sí,Month-to-month,Sí,Electronic check,59.45,892.65,1.98
9152-AMKAK,No,Masculino,Sí,No,71.0,Sí,Sí,No,Sí,Sí,Sí,One year,Sí,Bank transfer (automatic),113.15,7953.25,3.77
9153-BTBVV,No,Masculino,Sí,Sí,70.0,Sí,Sí,Sí,No,Sí,Sí,Two year,Sí,Credit card (automatic),80.15,5600.15,2.67
9154-QDGTH,No,Femenino,Sí,No,71.0,Sí,Sí,No,Sí,Sí,Sí,Two year,Sí,Credit card (automatic),80.7,5705.05,2.69
9158-VCTQB,Sí,Masculino,No,No,62.0,Sí,Sí,Sí,No,No,Sí,One year,Sí,Bank transfer (automatic),92.3,5731.45,3.08
9163-GHAYE,No,Femenino,No,Sí,14.0,Sí,Sí,No,No,Sí,No,Month-to-month,Sí,Credit card (automatic),59.8,824.85,1.99
